Sequences	Score	Value
P42360.1|MTSC_STRGN|Full=Manganese import ATP-bindi	331	9e-102
P42360.1|MTSC_STRGN|Full=Manganese import ATP-bindi	331	9e-102
P42361.1|MTSB_STRGN|Full=Manganese import system pe	320	1e-97 
P42361.1|MTSB_STRGN|Full=Manganese import system pe	320	1e-97 
P42361.1|MTSB_STRGN|Full=Manganese import system pe	320	1e-97 
B5A7L9.1|GTF3_STRPA|Full=Glucosyltransferase 3		 296	2e-88 
B5A7L9.1|GTF3_STRPA|Full=Glucosyltransferase 3		 296	2e-88 
B5A7L9.1|GTF3_STRPA|Full=Glucosyltransferase 3		 296	2e-88 
P42366.2|TPX_STRGN|Full=Thiol peroxidase|Short=Tpx	269	2e-81 
P42366.2|TPX_STRGN|Full=Thiol peroxidase|Short=Tpx	269	2e-81 
P42366.2|TPX_STRGN|Full=Thiol peroxidase|Short=Tpx	269	2e-81 
A1C3M0.1|GTFB_STRPA|Full=UDP-N-acetylglucosamine--p	261	7e-75 
A1C3M0.1|GTFB_STRPA|Full=UDP-N-acetylglucosamine--p	261	7e-75 
A1C3M0.1|GTFB_STRPA|Full=UDP-N-acetylglucosamine--p	261	7e-75 
Q04JB8.1|TPX_STRP2|Full=Thiol peroxidase|Short=Tpx	236	5e-70 
Q04JB8.1|TPX_STRP2|Full=Thiol peroxidase|Short=Tpx	236	5e-70 
Q04JB8.1|TPX_STRP2|Full=Thiol peroxidase|Short=Tpx	236	5e-70 
A4N8V8.1|HPF_HAEI3|Full=Putative metal ABC transpor	195	8e-54 
A4N8V8.1|HPF_HAEI3|Full=Putative metal ABC transpor	195	8e-54 
A4N8V8.1|HPF_HAEI3|Full=Putative metal ABC transpor	195	8e-54 
Q5HH63.1|HTRAL_STAAC|Full=Serine protease HtrA-like	200	4e-51 
Q5HH63.1|HTRAL_STAAC|Full=Serine protease HtrA-like	200	4e-51 
Q5HH63.1|HTRAL_STAAC|Full=Serine protease HtrA-like	200	4e-51 
Q6GI62.1|HTRAL_STAAR|Full=Serine protease HtrA-like	197	3e-50 
Q6GI62.1|HTRAL_STAAR|Full=Serine protease HtrA-like	197	3e-50 
Q6GI62.1|HTRAL_STAAR|Full=Serine protease HtrA-like	197	3e-50 
A1C3L4.1|SECY2_STRPA|Full=Accessory Sec system prot	186	5e-49 
A1C3L4.1|SECY2_STRPA|Full=Accessory Sec system prot	186	5e-49 
A1C3L4.1|SECY2_STRPA|Full=Accessory Sec system prot	186	5e-49 
Q8VQ99.1|SRAP_STAAU|Full=Serine-rich adhesin for pl	188	1e-45 
Q8VQ99.1|SRAP_STAAU|Full=Serine-rich adhesin for pl	188	1e-45 
Q8VQ99.1|SRAP_STAAU|Full=Serine-rich adhesin for pl	188	1e-45 
Q5HCP3.1|SRAP_STAAC|Full=Serine-rich adhesin for pl	184	2e-44 
Q5HCP3.1|SRAP_STAAC|Full=Serine-rich adhesin for pl	184	2e-44 
Q5HCP3.1|SRAP_STAAC|Full=Serine-rich adhesin for pl	184	2e-44 
Q2FUW1.1|SRAP_STAA8|Full=Serine-rich adhesin for pl	184	2e-44 
Q2FUW1.1|SRAP_STAA8|Full=Serine-rich adhesin for pl	184	2e-44 
Q2FUW1.1|SRAP_STAA8|Full=Serine-rich adhesin for pl	184	2e-44 
Q7A362.1|SRAP_STAAN|Full=Serine-rich adhesin for pl	184	2e-44 
Q99QY4.1|SRAP_STAAM|Full=Serine-rich adhesin for pl	184	2e-44 
Q7A362.1|SRAP_STAAN|Full=Serine-rich adhesin for pl	184	2e-44 
Q99QY4.1|SRAP_STAAM|Full=Serine-rich adhesin for pl	184	2e-44 
Q7A362.1|SRAP_STAAN|Full=Serine-rich adhesin for pl	184	2e-44 
Q99QY4.1|SRAP_STAAM|Full=Serine-rich adhesin for pl	184	2e-44 
Q2FDK5.1|SRAP_STAA3|Full=Serine-rich adhesin for pl	183	2e-44 
Q2FDK5.1|SRAP_STAA3|Full=Serine-rich adhesin for pl	183	2e-44 
Q2FDK5.1|SRAP_STAA3|Full=Serine-rich adhesin for pl	183	2e-44 
Q6G620.1|SRAP_STAAS|Full=Serine-rich adhesin for pl	183	3e-44 
Q8NUJ3.1|SRAP_STAAW|Full=Serine-rich adhesin for pl	183	3e-44 
Q6G620.1|SRAP_STAAS|Full=Serine-rich adhesin for pl	183	3e-44 
Q8NUJ3.1|SRAP_STAAW|Full=Serine-rich adhesin for pl	183	3e-44 
Q6G620.1|SRAP_STAAS|Full=Serine-rich adhesin for pl	183	3e-44 
Q8NUJ3.1|SRAP_STAAW|Full=Serine-rich adhesin for pl	183	3e-44 
Q2G2G2.1|SAER_STAA8|Full=Response regulator SaeR|A	161	9e-43 
Q840P8.2|SAER_STAAE|Full=Response regulator SaeR|A	161	9e-43 
Q2G2G2.1|SAER_STAA8|Full=Response regulator SaeR|A	161	9e-43 
Q840P8.2|SAER_STAAE|Full=Response regulator SaeR|A	161	9e-43 
Q2G2G2.1|SAER_STAA8|Full=Response regulator SaeR|A	161	9e-43 
Q840P8.2|SAER_STAAE|Full=Response regulator SaeR|A	161	9e-43 
Q6GDE9.1|SRAP_STAAR|Full=Serine-rich adhesin for pl	170	2e-40 
Q6GDE9.1|SRAP_STAAR|Full=Serine-rich adhesin for pl	170	2e-40 
Q6GDE9.1|SRAP_STAAR|Full=Serine-rich adhesin for pl	170	2e-40 
P32653.1|MRP_STRSU|Full=Muramidase-released protein	144	1e-32 
P32653.1|MRP_STRSU|Full=Muramidase-released protein	144	1e-32 
P32653.1|MRP_STRSU|Full=Muramidase-released protein	144	1e-32 
Q9KWK8.1|VRAS_STAA1|Full=Sensor protein VraS			117	2e-26 
Q7A2Q0.1|VRAS_STAAM|Full=Sensor protein VraS			117	2e-26 
Q9KWK8.1|VRAS_STAA1|Full=Sensor protein VraS			117	2e-26 
Q7A2Q0.1|VRAS_STAAM|Full=Sensor protein VraS			117	2e-26 
Q9KWK8.1|VRAS_STAA1|Full=Sensor protein VraS			117	2e-26 
Q7A2Q0.1|VRAS_STAAM|Full=Sensor protein VraS			117	2e-26 
Q6G849.1|VRAS_STAAS|Full=Sensor protein VraS			117	2e-26 
Q6GFH2.1|VRAS_STAAR|Full=Sensor protein VraS			117	2e-26 
Q5HEN9.1|VRAS_STAAC|Full=Sensor protein VraS			117	2e-26 
Q7A0H9.1|VRAS_STAAW|Full=Sensor protein VraS			117	2e-26 
Q99SZ7.1|VRAS_STAAN|Full=Sensor protein VraS			117	2e-26 
Q6G849.1|VRAS_STAAS|Full=Sensor protein VraS			117	2e-26 
Q6GFH2.1|VRAS_STAAR|Full=Sensor protein VraS			117	2e-26 
Q5HEN9.1|VRAS_STAAC|Full=Sensor protein VraS			117	2e-26 
Q7A0H9.1|VRAS_STAAW|Full=Sensor protein VraS			117	2e-26 
Q99SZ7.1|VRAS_STAAN|Full=Sensor protein VraS			117	2e-26 
Q6G849.1|VRAS_STAAS|Full=Sensor protein VraS			117	2e-26 
Q6GFH2.1|VRAS_STAAR|Full=Sensor protein VraS			117	2e-26 
Q5HEN9.1|VRAS_STAAC|Full=Sensor protein VraS			117	2e-26 
Q7A0H9.1|VRAS_STAAW|Full=Sensor protein VraS			117	2e-26 
Q99SZ7.1|VRAS_STAAN|Full=Sensor protein VraS			117	2e-26 
Q576K1.1|ZNUA_BRUAB|Full=High-affinity zinc uptake 	97.8	6e-20 
Q8FUU6.1|ZNUA_BRUSU|Full=High-affinity zinc uptake 	97.8	6e-20 
Q2YJH5.1|ZNUA_BRUA2|Full=High-affinity zinc uptake 	97.8	6e-20 
Q8YDJ7.2|ZNUA_BRUME|Full=High-affinity zinc uptake 	97.8	6e-20 
Q576K1.1|ZNUA_BRUAB|Full=High-affinity zinc uptake 	97.8	6e-20 
Q8FUU6.1|ZNUA_BRUSU|Full=High-affinity zinc uptake 	97.8	6e-20 
Q2YJH5.1|ZNUA_BRUA2|Full=High-affinity zinc uptake 	97.8	6e-20 
Q8YDJ7.2|ZNUA_BRUME|Full=High-affinity zinc uptake 	97.8	6e-20 
Q576K1.1|ZNUA_BRUAB|Full=High-affinity zinc uptake 	97.8	6e-20 
Q8FUU6.1|ZNUA_BRUSU|Full=High-affinity zinc uptake 	97.8	6e-20 
Q2YJH5.1|ZNUA_BRUA2|Full=High-affinity zinc uptake 	97.8	6e-20 
Q8YDJ7.2|ZNUA_BRUME|Full=High-affinity zinc uptake 	97.8	6e-20 
Q2G2U1.1|SAES_STAA8|Full=Histidine protein kinase S	98.2	6e-20 
Q2G2U1.1|SAES_STAA8|Full=Histidine protein kinase S	98.2	6e-20 
Q2G2U1.1|SAES_STAA8|Full=Histidine protein kinase S	98.2	6e-20 
Q840P7.1|SAES_STAAE|Full=Histidine protein kinase S	98.2	8e-20 
Q840P7.1|SAES_STAAE|Full=Histidine protein kinase S	98.2	8e-20 
Q840P7.1|SAES_STAAE|Full=Histidine protein kinase S	98.2	8e-20 
Q5HCN1.1|ICAA_STAAC|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q6GDD8.1|ICAA_STAAR|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q7A351.1|ICAA_STAAN|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q99QX3.1|ICAA_STAAM|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q9RQP9.2|ICAA_STAA8|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q5HCN1.1|ICAA_STAAC|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q6GDD8.1|ICAA_STAAR|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q7A351.1|ICAA_STAAN|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q99QX3.1|ICAA_STAAM|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q9RQP9.2|ICAA_STAA8|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q5HCN1.1|ICAA_STAAC|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q6GDD8.1|ICAA_STAAR|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q7A351.1|ICAA_STAAN|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q99QX3.1|ICAA_STAAM|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q9RQP9.2|ICAA_STAA8|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	5e-18 
Q6G608.1|ICAA_STAAS|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	6e-18 
Q8NUI7.1|ICAA_STAAW|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	6e-18 
Q6G608.1|ICAA_STAAS|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	6e-18 
Q8NUI7.1|ICAA_STAAW|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	6e-18 
Q6G608.1|ICAA_STAAS|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	6e-18 
Q8NUI7.1|ICAA_STAAW|Full=Poly-beta-1-6-N-acetyl-D-g	93.6	6e-18 
Q8XAR5.1|PGAC_ECO57|Full=Poly-beta-1-6-N-acetyl-D-g	92.8	1e-17 
Q8XAR5.1|PGAC_ECO57|Full=Poly-beta-1-6-N-acetyl-D-g	92.8	1e-17 
Q8XAR5.1|PGAC_ECO57|Full=Poly-beta-1-6-N-acetyl-D-g	92.8	1e-17 
P75905.1|PGAC_ECOLI|Full=Poly-beta-1-6-N-acetyl-D-g	90.9	5e-17 
P75905.1|PGAC_ECOLI|Full=Poly-beta-1-6-N-acetyl-D-g	90.9	5e-17 
P75905.1|PGAC_ECOLI|Full=Poly-beta-1-6-N-acetyl-D-g	90.9	5e-17 
Q8GLC5.1|ICAA_STAEP|Full=Poly-beta-1-6-N-acetyl-D-g	88.6	2e-16 
Q8GLC5.1|ICAA_STAEP|Full=Poly-beta-1-6-N-acetyl-D-g	88.6	2e-16 
Q8GLC5.1|ICAA_STAEP|Full=Poly-beta-1-6-N-acetyl-D-g	88.6	2e-16 
Q5HKQ0.1|ICAA_STAEQ|Full=Poly-beta-1-6-N-acetyl-D-g	87.0	8e-16 
Q5HKQ0.1|ICAA_STAEQ|Full=Poly-beta-1-6-N-acetyl-D-g	87.0	8e-16 
Q5HKQ0.1|ICAA_STAEQ|Full=Poly-beta-1-6-N-acetyl-D-g	87.0	8e-16 
O50188.1|RSME_MYCH2|Full=Ribosomal RNA small subuni	79.3	2e-14 
O50188.1|RSME_MYCH2|Full=Ribosomal RNA small subuni	79.3	2e-14 
O50188.1|RSME_MYCH2|Full=Ribosomal RNA small subuni	79.3	2e-14 
Q939N5.1|GSPB_STRGN|Full=Platelet binding protein G	84.7	2e-14 
Q939N5.1|GSPB_STRGN|Full=Platelet binding protein G	84.7	2e-14 
Q939N5.1|GSPB_STRGN|Full=Platelet binding protein G	84.7	2e-14 
Q6GDD6.1|ICAB_STAAR|Full=Poly-beta-1-6-N-acetyl-D-g	75.9	8e-13 
Q6GDD6.1|ICAB_STAAR|Full=Poly-beta-1-6-N-acetyl-D-g	75.9	8e-13 
Q6GDD6.1|ICAB_STAAR|Full=Poly-beta-1-6-N-acetyl-D-g	75.9	8e-13 
Q7A349.1|ICAB_STAAN|Full=Poly-beta-1-6-N-acetyl-D-g	75.5	1e-12 
Q99QX2.1|ICAB_STAAM|Full=Poly-beta-1-6-N-acetyl-D-g	75.5	1e-12 
Q7A349.1|ICAB_STAAN|Full=Poly-beta-1-6-N-acetyl-D-g	75.5	1e-12 
Q99QX2.1|ICAB_STAAM|Full=Poly-beta-1-6-N-acetyl-D-g	75.5	1e-12 
Q7A349.1|ICAB_STAAN|Full=Poly-beta-1-6-N-acetyl-D-g	75.5	1e-12 
Q99QX2.1|ICAB_STAAM|Full=Poly-beta-1-6-N-acetyl-D-g	75.5	1e-12 
Q6G606.1|ICAB_STAAS|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q8NUI6.1|ICAB_STAAW|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q9RQP7.2|ICAB_STAA8|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q6G606.1|ICAB_STAAS|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q8NUI6.1|ICAB_STAAW|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q9RQP7.2|ICAB_STAA8|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q6G606.1|ICAB_STAAS|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q8NUI6.1|ICAB_STAAW|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q9RQP7.2|ICAB_STAA8|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q5HCM9.1|ICAB_STAAC|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q5HCM9.1|ICAB_STAAC|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q5HCM9.1|ICAB_STAAC|Full=Poly-beta-1-6-N-acetyl-D-g	75.1	1e-12 
Q0P9X8.1|PEB1A_CAMJE|Full=Major cell-binding factor	71.2	2e-11 
Q0P9X8.1|PEB1A_CAMJE|Full=Major cell-binding factor	71.2	2e-11 
Q0P9X8.1|PEB1A_CAMJE|Full=Major cell-binding factor	71.2	2e-11 
A1VZQ4.1|PEB1A_CAMJJ|Full=Major cell-binding factor	71.2	2e-11 
A1VZQ4.1|PEB1A_CAMJJ|Full=Major cell-binding factor	71.2	2e-11 
A1VZQ4.1|PEB1A_CAMJJ|Full=Major cell-binding factor	71.2	2e-11 
Q9I4N3.1|FLER_PSEAE|Full=Response regulator protein	67.8	1e-09 
Q9I4N3.1|FLER_PSEAE|Full=Response regulator protein	67.8	1e-09 
Q9I4N3.1|FLER_PSEAE|Full=Response regulator protein	67.8	1e-09 
Q6TYB1.2|ICAB_STAEP|Full=Poly-beta-1-6-N-acetyl-D-g	65.9	2e-09 
Q5HKP8.1|ICAB_STAEQ|Full=Poly-beta-1-6-N-acetyl-D-g	65.9	2e-09 
Q6TYB1.2|ICAB_STAEP|Full=Poly-beta-1-6-N-acetyl-D-g	65.9	2e-09 
Q5HKP8.1|ICAB_STAEQ|Full=Poly-beta-1-6-N-acetyl-D-g	65.9	2e-09 
Q6TYB1.2|ICAB_STAEP|Full=Poly-beta-1-6-N-acetyl-D-g	65.9	2e-09 
Q5HKP8.1|ICAB_STAEQ|Full=Poly-beta-1-6-N-acetyl-D-g	65.9	2e-09 
P46071.1|PRTH_PORGI|Full=Protease PrtH				 57.0	5e-06 
P46071.1|PRTH_PORGI|Full=Protease PrtH				 57.0	5e-06 
P46071.1|PRTH_PORGI|Full=Protease PrtH				 57.0	5e-06 
P75906.1|PGAB_ECOLI|Full=Poly-beta-1-6-N-acetyl-D-g	54.3	3e-05 
P75906.1|PGAB_ECOLI|Full=Poly-beta-1-6-N-acetyl-D-g	54.3	3e-05 
P75906.1|PGAB_ECOLI|Full=Poly-beta-1-6-N-acetyl-D-g	54.3	3e-05 
Q8XAR3.1|PGAB_ECO57|Full=Poly-beta-1-6-N-acetyl-D-g	53.5	4e-05 
Q8XAR3.1|PGAB_ECO57|Full=Poly-beta-1-6-N-acetyl-D-g	53.5	4e-05 
Q8XAR3.1|PGAB_ECO57|Full=Poly-beta-1-6-N-acetyl-D-g	53.5	4e-05 
Q9HWA4.1|PPRB_PSEAE|Full=Two-component response reg	51.6	8e-05 
Q9HWA4.1|PPRB_PSEAE|Full=Two-component response reg	51.6	8e-05 
Q9HWA4.1|PPRB_PSEAE|Full=Two-component response reg	51.6	8e-05 
Q932F7.1|SDRE_STAAM|Full=Serine-aspartate repeat-co	52.8	9e-05 
Q99W46.1|SDRE_STAAN|Full=Serine-aspartate repeat-co	52.8	9e-05 
Q932F7.1|SDRE_STAAM|Full=Serine-aspartate repeat-co	52.8	9e-05 
Q99W46.1|SDRE_STAAN|Full=Serine-aspartate repeat-co	52.8	9e-05 
Q932F7.1|SDRE_STAAM|Full=Serine-aspartate repeat-co	52.8	9e-05 
Q99W46.1|SDRE_STAAN|Full=Serine-aspartate repeat-co	52.8	9e-05 
Q6GJA6.1|BBP_STAAR|Full=Bone sialoprotein-binding p	51.2	3e-04 
Q6GJA6.1|BBP_STAAR|Full=Bone sialoprotein-binding p	51.2	3e-04 
Q6GJA6.1|BBP_STAAR|Full=Bone sialoprotein-binding p	51.2	3e-04 
Q14U76.1|BBP_STAAU|Full=Bone sialoprotein-binding p	51.2	3e-04 
Q14U76.1|BBP_STAAU|Full=Bone sialoprotein-binding p	51.2	3e-04 
Q14U76.1|BBP_STAAU|Full=Bone sialoprotein-binding p	51.2	3e-04 
Q5HIB2.1|SDRE_STAAC|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q5HIB2.1|SDRE_STAAC|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q5HIB2.1|SDRE_STAAC|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q2FJ77.1|SDRE_STAA3|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q2FJ77.1|SDRE_STAA3|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q2FJ77.1|SDRE_STAA3|Full=Serine-aspartate repeat-co	50.4	5e-04 
O86489.1|SDRE_STAAE|Full=Serine-aspartate repeat-co	50.4	5e-04 
O86489.1|SDRE_STAAE|Full=Serine-aspartate repeat-co	50.4	5e-04 
O86489.1|SDRE_STAAE|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q6GBS4.1|SDRE_STAAS|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q8NXX5.1|SDRE_STAAW|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q6GBS4.1|SDRE_STAAS|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q8NXX5.1|SDRE_STAAW|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q6GBS4.1|SDRE_STAAS|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q8NXX5.1|SDRE_STAAW|Full=Serine-aspartate repeat-co	50.4	5e-04 
Q71VU0.1|INLJ_LISMF|Full=Internalin J|Flags: Precu	49.7	8e-04 
Q71VU0.1|INLJ_LISMF|Full=Internalin J|Flags: Precu	49.7	8e-04 
Q71VU0.1|INLJ_LISMF|Full=Internalin J|Flags: Precu	49.7	8e-04 
Q7A780.1|SDRD_STAAN|Full=Serine-aspartate repeat-co	47.0	0.005 
Q99W47.1|SDRD_STAAM|Full=Serine-aspartate repeat-co	47.0	0.005 
Q7A780.1|SDRD_STAAN|Full=Serine-aspartate repeat-co	47.0	0.005 
Q99W47.1|SDRD_STAAM|Full=Serine-aspartate repeat-co	47.0	0.005 
Q7A780.1|SDRD_STAAN|Full=Serine-aspartate repeat-co	47.0	0.005 
Q99W47.1|SDRD_STAAM|Full=Serine-aspartate repeat-co	47.0	0.005 
Q8CYC9.1|PFBA_STRR6|Full=Plasmin and fibronectin-bi	46.6	0.006 
Q8CYC9.1|PFBA_STRR6|Full=Plasmin and fibronectin-bi	46.6	0.006 
Q8CYC9.1|PFBA_STRR6|Full=Plasmin and fibronectin-bi	46.6	0.006 
Q9HWA7.1|PPRA_PSEAE|Full=Two-component sensor PprA	 46.2	0.008 
Q9HWA7.1|PPRA_PSEAE|Full=Two-component sensor PprA	 46.2	0.008 
Q9HWA7.1|PPRA_PSEAE|Full=Two-component sensor PprA	 46.2	0.008 
A1C3L3.1|FAP1_STRPA|Full=Fap1 adhesin|Ful	45.4	0.020 
A1C3L3.1|FAP1_STRPA|Full=Fap1 adhesin|Ful	45.4	0.020 
A1C3L3.1|FAP1_STRPA|Full=Fap1 adhesin|Ful	45.4	0.020 
Q8Y3L4.1|INLJ_LISMO|Full=Internalin J|Flags: Precu	44.7	0.027 
Q8Y3L4.1|INLJ_LISMO|Full=Internalin J|Flags: Precu	44.7	0.027 
Q8Y3L4.1|INLJ_LISMO|Full=Internalin J|Flags: Precu	44.7	0.027 
P25393.2|CFAD_ECOLX|Full=CFA/I fimbrial subunit D|	43.5	0.027 
P25393.2|CFAD_ECOLX|Full=CFA/I fimbrial subunit D|	43.5	0.027 
